PlayerID,Name,player,nationality,position,team,age,birth_year,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,matches,goals_per_shot,goals_per_shot_on_target,shots,shots_on_target,shots_on_target_pct,shots_on_target_per90,shots_per90,League,Season
088ae0d1,Rodrigo Abascal,Rodrigo Abascal,uy URU,DF,Boavista,30,1994,29,29,"2,599",28.9,0,0,0,0,0,0,8,1,0.00,0.00,0.00,0.00,0.00,Matches,0.00,0.00,19,5,26.3,0.17,0.66,Primeira Liga,2024-2025
33f40a36,Nelson Abbey,Nelson Abbey,eng ENG,DF,Rio Ave,20,2003,8,7,635,7.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,0.00,,2,0,0.0,0.00,0.28,Primeira Liga,2024-2025
baa6cdf7,Bilal Abdelrahman Zeeni,Bilal Abdelrahman Zeeni,eg EGY,FW,Estrela,21,2003,1,0,8,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,0.00,0.00,1,1,100.0,11.25,11.25,Primeira Liga,2024-2025
0921a46c,Giorgi Aburjania,Giorgi Aburjania,ge GEO,MF,AVS Futebol,29,1995,9,3,306,3.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,0.00,0.00,1,1,100.0,0.29,0.29,Primeira Liga,2024-2025
81053aea,Adriano,Adriano,br BRA,MF,Santa Clara,24,1999,32,31,"2,630",29.2,0,2,2,0,0,0,8,1,0.00,0.07,0.07,0.00,0.07,Matches,0.00,0.00,13,4,30.8,0.14,0.44,Primeira Liga,2024-2025
8fd083bb,Lucas Áfrico,Lucas Áfrico,br BRA,DF,Farense,29,1995,21,20,"1,757",19.5,1,0,1,1,0,0,6,0,0.05,0.00,0.05,0.05,0.05,Matches,0.06,0.25,16,4,25.0,0.20,0.82,Primeira Liga,2024-2025
a130741a,Salvador Agra,Salvador Agra,pt POR,"MF,DF",Boavista,32,1991,32,31,"2,731",30.3,1,2,3,1,0,0,9,1,0.03,0.07,0.10,0.03,0.10,Matches,0.03,0.14,33,7,21.2,0.23,1.09,Primeira Liga,2024-2025
938fa024,Brandon Aguilera,Brandon Aguilera,cr CRC,MF,Rio Ave,21,2003,25,15,"1,378",15.3,3,1,4,3,0,0,4,0,0.20,0.07,0.26,0.20,0.26,Matches,0.13,0.43,24,7,29.2,0.46,1.57,Primeira Liga,2024-2025
15e09605,Jorge Aguirre,Jorge Aguirre,cu CUB,FW,Gil Vicente FC,24,2000,31,16,"1,354",15.0,3,2,5,3,0,0,2,1,0.20,0.13,0.33,0.20,0.33,Matches,0.11,0.43,28,7,25.0,0.47,1.86,Primeira Liga,2024-2025
733aab44,Babatunde Akinsola,Babatunde Akinsola,ng NGA,MF,AVS Futebol,21,2003,30,11,"1,170",13.0,2,1,3,2,0,0,1,0,0.15,0.08,0.23,0.15,0.23,Matches,0.07,0.33,27,6,22.2,0.46,2.08,Primeira Liga,2024-2025
f28659fb,Kerem Aktürkoğlu,Kerem Aktürkoğlu,tr TUR,"FW,MF",Benfica,25,1998,30,25,"2,003",22.3,11,9,20,11,0,0,3,0,0.49,0.40,0.90,0.49,0.90,Matches,0.17,0.38,64,29,45.3,1.30,2.88,Primeira Liga,2024-2025
963e39b7,Léo Alaba,Léo Alaba,br BRA,DF,AVS Futebol,25,1999,4,4,334,3.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,0.00,,3,0,0.0,0.00,0.81,Primeira Liga,2024-2025
b35de685,Alan,Alan,br BRA,MF,Moreirense,24,2000,31,31,"2,513",27.9,7,6,13,2,5,5,6,0,0.25,0.21,0.47,0.07,0.29,Matches,0.05,0.10,43,20,46.5,0.72,1.54,Primeira Liga,2024-2025
198034b2,Gonçalo Almeida,Gonçalo Almeida,pt POR,"DF,MF",Boavista,21,2003,19,9,814,9.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,0.00,0.00,8,2,25.0,0.22,0.88,Primeira Liga,2024-2025
00a2c297,Pedro Álvaro,Pedro Álvaro,pt POR,DF,Estoril,24,2000,31,31,"2,623",29.1,1,1,2,1,0,0,9,0,0.03,0.03,0.07,0.03,0.07,Matches,0.10,0.33,10,3,30.0,0.10,0.34,Primeira Liga,2024-2025
8dbc3f20,Pedro Amaral,Pedro Amaral,pt POR,"DF,MF",Estoril,26,1997,29,27,"2,395",26.6,0,2,2,0,0,0,4,0,0.00,0.08,0.08,0.00,0.08,Matches,0.00,0.00,9,3,33.3,0.11,0.34,Primeira Liga,2024-2025
2ee5b0c9,Zeki Amdouni,Zeki Amdouni,ch SUI,"MF,FW",Benfica,23,2000,24,9,854,9.5,7,2,9,7,0,0,1,0,0.74,0.21,0.95,0.74,0.95,Matches,0.17,0.44,42,16,38.1,1.69,4.43,Primeira Liga,2024-2025
801f3d1d,Artur Jorge Marques Amorim,Artur Jorge Marques Amorim,pt POR,DF,Farense,29,1994,19,15,"1,281",14.2,0,1,1,0,0,0,9,0,0.00,0.07,0.07,0.00,0.07,Matches,0.00,0.00,8,1,12.5,0.07,0.56,Primeira Liga,2024-2025
40406a00,Andrew,Andrew,br BRA,GK,Gil Vicente FC,23,2001,33,33,"2,970",33.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,,,0,0,,0.00,0.00,Primeira Liga,2024-2025
6011e63a,Jeremy Antonisse,Jeremy Antonisse,cw CUW,"MF,FW",Moreirense,22,2002,29,7,839,9.3,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,0.00,0.00,19,5,26.3,0.54,2.04,Primeira Liga,2024-2025
eafa6953,Arvin Appiah,Arvin Appiah,eng ENG,"FW,DF",Nacional,23,2001,26,16,"1,384",15.4,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,0.00,0.00,15,4,26.7,0.26,0.98,Primeira Liga,2024-2025
4d3bdda7,Óscar Aranda,Óscar Aranda,es ESP,"MF,FW",Famalicão,22,2002,33,33,"2,599",28.9,9,3,12,5,4,5,5,0,0.31,0.10,0.42,0.17,0.28,Matches,0.07,0.22,70,23,32.9,0.80,2.42,Primeira Liga,2024-2025
100104d1,Brian Araújo,Brian Araújo,fr FRA,GK,Gil Vicente FC,24,2000,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,,,0,0,,0.00,0.00,Primeira Liga,2024-2025
353eb529,Henrique Araújo,Henrique Araújo,pt POR,FW,Arouca,22,2002,24,14,"1,107",12.3,6,2,8,3,3,3,3,0,0.49,0.16,0.65,0.24,0.41,Matches,0.12,0.25,26,12,46.2,0.98,2.11,Primeira Liga,2024-2025
f9ab3f4a,Maximiliano Araújo,Maximiliano Araújo,uy URU,"MF,DF",Sporting CP,24,2000,28,19,"1,771",19.7,3,4,7,3,0,0,7,1,0.15,0.20,0.36,0.15,0.36,Matches,0.18,0.43,17,7,41.2,0.36,0.86,Primeira Liga,2024-2025
0fa11d7d,Tomás Araújo,Tomás Araújo,pt POR,DF,Benfica,22,2002,28,28,"2,311",25.7,1,2,3,1,0,0,1,0,0.04,0.08,0.12,0.04,0.12,Matches,0.17,0.20,6,5,83.3,0.19,0.23,Primeira Liga,2024-2025
c692cef2,Telmo Arcanjo,Telmo Arcanjo,cv CPV,"MF,FW",Vitória Guimarães,23,2001,28,17,"1,320",14.7,5,2,7,5,0,0,6,0,0.34,0.14,0.48,0.34,0.48,Matches,0.17,0.45,30,11,36.7,0.75,2.05,Primeira Liga,2024-2025
37849392,Gboly Ariyibi,Gboly Ariyibi,us USA,"MF,FW",Boavista,29,1995,11,2,343,3.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,0.00,0.00,3,1,33.3,0.26,0.79,Primeira Liga,2024-2025
5bdfd0c5,Henrique Arreiol,Henrique Arreiol,pt POR,MF,Sporting CP,19,2005,3,0,24,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,0.00,,1,0,0.0,0.00,3.75,Primeira Liga,2024-2025
1394bf42,Bright Arrey-Mbi,Bright Arrey-Mbi,de GER,DF,Braga,21,2003,15,13,"1,135",12.6,0,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,Matches,0.00,0.00,1,1,100.0,0.08,0.08,Primeira Liga,2024-2025
fdf42820,Afonso Assis,Afonso Assis,pt POR,MF,Moreirense,18,2006,1,0,14,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,,,0,0,,0.00,0.00,Primeira Liga,2024-2025
065c8786,Gustavo Assuncao,Gustavo Assuncao,pt POR,MF,AVS Futebol,24,2000,23,19,"1,577",17.5,2,0,2,0,2,2,13,1,0.11,0.00,0.11,0.00,0.00,Matches,0.00,0.00,14,5,35.7,0.29,0.80,Primeira Liga,2024-2025
6f22e535,Otavio Ataide,Otavio Ataide,br BRA,DF,Porto,22,2002,20,18,"1,632",18.1,2,0,2,2,0,0,6,0,0.11,0.00,0.11,0.11,0.11,Matches,0.12,0.40,17,5,29.4,0.28,0.94,Primeira Liga,2024-2025
05a275e0,João Aurélio,João Aurélio,pt POR,"DF,MF",Nacional,35,1988,14,4,409,4.5,1,1,2,1,0,0,1,0,0.22,0.22,0.44,0.22,0.44,Matches,0.25,1.00,4,1,25.0,0.22,0.88,Primeira Liga,2024-2025
f0677ed7,Fredrik Aursnes,Fredrik Aursnes,no NOR,MF,Benfica,28,1995,29,28,"2,350",26.1,3,5,8,3,0,0,1,0,0.11,0.19,0.31,0.11,0.31,Matches,0.11,0.27,28,11,39.3,0.42,1.07,Primeira Liga,2024-2025
8b2cba78,Daniel Azevedo,Daniel Azevedo,pt POR,GK,Casa Pia,26,1998,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,,,0,0,,0.00,0.00,Primeira Liga,2024-2025
bda3b9da,Ibrahima Ba,Ibrahima Ba,sn SEN,DF,Famalicão,19,2005,2,1,103,1.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,0.00,,1,0,0.0,0.00,0.87,Primeira Liga,2024-2025
b2e208ba,Felix Bacher,Felix Bacher,at AUT,DF,Estoril,23,2000,23,23,"2,070",23.0,2,0,2,2,0,0,6,0,0.09,0.00,0.09,0.09,0.09,Matches,0.50,1.00,4,2,50.0,0.09,0.17,Primeira Liga,2024-2025
a98f3cbf,Miguel Baeza,Miguel Baeza,es ESP,"MF,FW",Nacional,24,2000,5,2,203,2.3,1,0,1,1,0,0,0,0,0.44,0.00,0.44,0.44,0.44,Matches,0.50,1.00,2,1,50.0,0.44,0.89,Primeira Liga,2024-2025
78f21137,Alexander Bah,Alexander Bah,dk DEN,DF,Benfica,26,1997,18,17,"1,412",15.7,0,1,1,0,0,0,2,0,0.00,0.06,0.06,0.00,0.06,Matches,0.00,0.00,11,1,9.1,0.06,0.70,Primeira Liga,2024-2025
75f3e793,Ney Bahia,Ney Bahia,br BRA,FW,Santa Clara,20,2004,2,0,62,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,0.00,,1,0,0.0,0.00,1.45,Primeira Liga,2024-2025
3eff5888,Adrian Bajrami,Adrian Bajrami,ch SUI,DF,Benfica,22,2002,1,0,12,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,,,0,0,,0.00,0.00,Primeira Liga,2024-2025
11239a35,Theofanis Bakoulas,Theofanis Bakoulas,gr GRE,MF,Rio Ave,19,2005,10,5,390,4.3,1,0,1,1,0,0,3,0,0.23,0.00,0.23,0.23,0.23,Matches,0.14,1.00,7,1,14.3,0.23,1.62,Primeira Liga,2024-2025
4a021afe,Elves Baldé,Elves Baldé,gw GNB,"MF,FW",Farense,24,1999,20,12,"1,045",11.6,1,2,3,1,0,0,1,1,0.09,0.17,0.26,0.09,0.26,Matches,0.04,0.14,24,7,29.2,0.60,2.07,Primeira Liga,2024-2025
562bf675,Mohamed Bamba,Mohamed Bamba,ci CIV,MF,Gil Vicente FC,19,2004,11,11,956,10.6,1,0,1,1,0,0,3,0,0.09,0.00,0.09,0.09,0.09,Matches,0.07,0.25,14,4,28.6,0.38,1.32,Primeira Liga,2024-2025
d4fa7d01,Robson Bambu,Robson Bambu,br BRA,DF,Braga,26,1997,15,10,"1,023",11.4,1,0,1,1,0,0,6,0,0.09,0.00,0.09,0.09,0.09,Matches,0.25,1.00,4,1,25.0,0.09,0.35,Primeira Liga,2024-2025
c9f58f4d,Chico Banza,Chico Banza,ao ANG,"FW,MF",Estrela,25,1998,13,8,688,7.6,1,0,1,1,0,0,4,0,0.13,0.00,0.13,0.13,0.13,Matches,0.08,0.25,13,4,30.8,0.52,1.70,Primeira Liga,2024-2025
be47b750,Simon Banza,Simon Banza,cd COD,"FW,MF",Braga,27,1996,1,0,21,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,,,0,0,,0.00,0.00,Primeira Liga,2024-2025
2a34574e,Rafael Barbosa,Rafael Barbosa,pt POR,MF,Farense,28,1996,7,3,359,4.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,0.00,0.00,7,2,28.6,0.50,1.75,Primeira Liga,2024-2025
00242b75,Leandro Barreiro Martins,Leandro Barreiro Martins,lu LUX,MF,Benfica,24,2000,27,11,"1,211",13.5,3,1,4,3,0,0,5,0,0.22,0.07,0.30,0.22,0.30,Matches,0.19,0.33,16,9,56.3,0.67,1.19,Primeira Liga,2024-2025
e61bdd69,Gil Bastião Dias,Gil Bastião Dias,pt POR,MF,Famalicão,27,1996,30,13,"1,406",15.6,5,2,7,5,0,0,7,0,0.32,0.13,0.45,0.32,0.45,Matches,0.12,0.28,42,18,42.9,1.15,2.69,Primeira Liga,2024-2025
20575487,Gabriel Batista,Gabriel Batista,br BRA,GK,Santa Clara,26,1998,34,34,"3,060",34.0,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,,,0,0,,0.00,0.00,Primeira Liga,2024-2025
f16755ca,Gilberto Batista,Gilberto Batista,gw GNB,DF,Moreirense,20,2003,5,3,317,3.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,,,0,0,,0.00,0.00,Primeira Liga,2024-2025
abef8824,Ricardo Batista,Ricardo Batista,pt POR,GK,Casa Pia,37,1986,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,,,0,0,,0.00,0.00,Primeira Liga,2024-2025
5e6355f8,Yanis Begraoui,Yanis Begraoui,ma MAR,"FW,MF",Estoril,23,2001,34,25,"1,913",21.3,11,3,14,9,2,4,1,0,0.52,0.14,0.66,0.42,0.56,Matches,0.20,0.41,46,22,47.8,1.04,2.16,Primeira Liga,2024-2025
178f99f2,Gui Beleza,Gui Beleza,pt POR,MF,Gil Vicente FC,17,2006,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,,,0,0,,0.00,0.00,Primeira Liga,2024-2025
b6cafcad,Bachir Belloumi,Bachir Belloumi,dz ALG,MF,Farense,22,2002,3,3,270,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,0.00,0.00,7,5,71.4,1.67,2.33,Primeira Liga,2024-2025
d705ba44,Andrea Belotti,Andrea Belotti,it ITA,FW,Benfica,30,1993,14,4,457,5.1,3,0,3,3,0,0,0,0,0.59,0.00,0.59,0.59,0.59,Matches,0.12,0.21,26,14,53.8,2.76,5.12,Primeira Liga,2024-2025
98e19a24,Fahem Benaissa Yahia,Fahem Benaissa Yahia,fr FRA,MF,Casa Pia,22,2002,8,4,386,4.3,1,0,1,1,0,0,1,0,0.23,0.00,0.23,0.23,0.23,Matches,0.50,1.00,2,1,50.0,0.23,0.47,Primeira Liga,2024-2025
2ca7a245,Beni,Beni,ao ANG,MF,Casa Pia,22,2002,13,7,749,8.3,0,1,1,0,0,0,3,0,0.00,0.12,0.12,0.00,0.12,Matches,0.00,0.00,2,1,50.0,0.12,0.24,Primeira Liga,2024-2025
2ca7a245,Beni,Beni,ao ANG,MF,Casa Pia,22,2002,13,7,749,8.3,0,1,1,0,0,0,3,0,0.00,0.12,0.12,0.00,0.12,Matches,0.00,0.00,2,1,50.0,0.51,1.02,Primeira Liga,2024-2025
2ca7a245,Beni,Beni,ao ANG,MF,Vitória Guimarães,22,2002,7,2,177,2.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,0.00,0.00,2,1,50.0,0.12,0.24,Primeira Liga,2024-2025
2ca7a245,Beni,Beni,ao ANG,MF,Vitória Guimarães,22,2002,7,2,177,2.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,0.00,0.00,2,1,50.0,0.51,1.02,Primeira Liga,2024-2025
d9b180dd,Álex Bermejo,Álex Bermejo,es ESP,"MF,FW",Farense,25,1998,24,4,598,6.6,1,0,1,1,0,0,3,0,0.15,0.00,0.15,0.15,0.15,Matches,0.07,0.25,15,4,26.7,0.60,2.26,Primeira Liga,2024-2025
d166c007,Sergio Bermejo,Sergio Bermejo,es ESP,"MF,FW",Gil Vicente FC,26,1997,10,6,475,5.3,1,0,1,1,0,0,0,0,0.19,0.00,0.19,0.19,0.19,Matches,0.25,0.33,4,3,75.0,0.57,0.76,Primeira Liga,2024-2025
d7817a3d,Simão Bertelli,Simão Bertelli,br BRA,GK,AVS Futebol,31,1993,11,11,990,11.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,,,0,0,,0.00,0.00,Primeira Liga,2024-2025
57382429,Jan-Niklas Beste,Jan-Niklas Beste,de GER,"DF,MF",Benfica,25,1999,13,5,501,5.6,0,1,1,0,0,0,3,0,0.00,0.18,0.18,0.00,0.18,Matches,0.00,0.00,8,3,37.5,0.54,1.44,Primeira Liga,2024-2025
d37aab95,José Bica,José Bica,pt POR,FW,Vitória Guimarães,21,2003,4,0,25,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,0.00,0.00,2,1,50.0,3.60,7.20,Primeira Liga,2024-2025
1cb046cd,Biel,Biel,br BRA,"FW,MF",Sporting CP,23,2001,3,0,15,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,0.00,0.00,2,1,50.0,6.00,12.00,Primeira Liga,2024-2025
8f3cbe57,Raúl Blanco,Raúl Blanco,es ESP,FW,Casa Pia,23,2001,5,3,250,2.8,1,0,1,1,0,0,1,0,0.36,0.00,0.36,0.36,0.36,Matches,0.17,1.00,6,1,16.7,0.36,2.16,Primeira Liga,2024-2025
bc486f0e,Paulinho Bóia,Paulinho Bóia,br BRA,"MF,FW",Nacional,26,1998,15,13,"1,081",12.0,1,2,3,1,0,0,2,0,0.08,0.17,0.25,0.08,0.25,Matches,0.05,0.13,21,8,38.1,0.67,1.75,Primeira Liga,2024-2025
49cfaf2e,Kévin Boma,Kévin Boma,tg TOG,DF,Estoril,21,2002,29,29,"2,467",27.4,1,0,1,1,0,0,7,0,0.04,0.00,0.04,0.04,0.04,Matches,0.07,0.13,14,8,57.1,0.29,0.51,Primeira Liga,2024-2025
da6bf022,Pedro Bondo,Pedro Bondo,ao ANG,DF,Famalicão,19,2004,6,2,181,2.0,1,1,2,1,0,0,1,1,0.50,0.50,0.99,0.50,0.99,Matches,0.33,0.50,3,2,66.7,0.99,1.49,Primeira Liga,2024-2025
eb60757f,Kiko Bondoso,Kiko Bondoso,pt POR,"MF,FW",Rio Ave,28,1995,28,24,"1,949",21.7,2,1,3,2,0,0,1,0,0.09,0.05,0.14,0.09,0.14,Matches,0.11,0.33,18,6,33.3,0.28,0.83,Primeira Liga,2024-2025
d05eeced,Toni Borevkovic,Toni Borevkovic,hr CRO,DF,Vitória Guimarães,27,1997,27,27,"2,420",26.9,0,0,0,0,0,0,7,0,0.00,0.00,0.00,0.00,0.00,Matches,0.00,0.00,11,3,27.3,0.11,0.41,Primeira Liga,2024-2025
c6c9075b,Daniel Borges,Daniel Borges,br BRA,MF,Santa Clara,21,2003,16,1,194,2.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,0.00,,4,0,0.0,0.00,1.86,Primeira Liga,2024-2025
4d1c4a5d,Gonçalo Borges,Gonçalo Borges,pt POR,"MF,FW",Porto,23,2001,26,6,761,8.5,2,3,5,2,0,0,6,1,0.24,0.35,0.59,0.24,0.59,Matches,0.08,0.33,25,6,24.0,0.71,2.96,Primeira Liga,2024-2025
ba6cf633,Róbert Boženík,Róbert Boženík,sk SVK,FW,Boavista,24,1999,33,30,"2,753",30.6,5,1,6,4,1,1,7,0,0.16,0.03,0.20,0.13,0.16,Matches,0.05,0.13,87,30,34.5,0.98,2.84,Primeira Liga,2024-2025
0c152537,Daniel Bragança,Daniel Bragança,pt POR,MF,Sporting CP,25,1999,18,14,"1,077",12.0,3,4,7,3,0,0,3,0,0.25,0.33,0.58,0.25,0.58,Matches,0.10,0.33,31,9,29.0,0.75,2.59,Primeira Liga,2024-2025
5ccca624,Bruno Brigido,Bruno Brigido,br BRA,GK,Estrela,33,1991,18,18,"1,575",17.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,,,0,0,,0.00,0.00,Primeira Liga,2024-2025
eac51d7b,Alexandre Brito,Alexandre Brito,pt POR,MF,Sporting CP,19,2005,2,1,89,1.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,0.00,,1,0,0.0,0.00,1.01,Primeira Liga,2024-2025
447390cc,Rafael Brito,Rafael Brito,pt POR,MF,Casa Pia,22,2002,22,12,"1,011",11.2,0,1,1,0,0,0,5,0,0.00,0.09,0.09,0.00,0.09,Matches,0.00,0.00,9,1,11.1,0.09,0.80,Primeira Liga,2024-2025
72ed4239,Tiago Brito,Tiago Brito,pt POR,DF,Estoril,20,2004,4,0,97,1.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,0.00,,1,0,0.0,0.00,0.93,Primeira Liga,2024-2025
5caa62a7,Bruma,Bruma,pt POR,"MF,FW",Braga,29,1994,17,13,"1,208",13.4,7,5,12,4,3,4,1,0,0.52,0.37,0.89,0.30,0.67,Matches,0.09,0.27,43,15,34.9,1.12,3.20,Primeira Liga,2024-2025
5caa62a7,Bruma,Bruma,pt POR,"MF,FW",Braga,29,1994,17,13,"1,208",13.4,7,5,12,4,3,4,1,0,0.52,0.37,0.89,0.30,0.67,Matches,0.06,0.17,18,6,33.3,1.11,3.33,Primeira Liga,2024-2025
5caa62a7,Bruma,Bruma,pt POR,"FW,MF",Benfica,29,1994,10,5,487,5.4,1,2,3,1,0,0,0,0,0.18,0.37,0.55,0.18,0.55,Matches,0.09,0.27,43,15,34.9,1.12,3.20,Primeira Liga,2024-2025
5caa62a7,Bruma,Bruma,pt POR,"FW,MF",Benfica,29,1994,10,5,487,5.4,1,2,3,1,0,0,0,0,0.18,0.37,0.55,0.18,0.55,Matches,0.06,0.17,18,6,33.3,1.11,3.33,Primeira Liga,2024-2025
39d8474f,Jonathan Buatu Mananga,Jonathan Buatu Mananga,ao ANG,DF,Gil Vicente FC,30,1993,21,20,"1,824",20.3,0,2,2,0,0,0,1,0,0.00,0.10,0.10,0.00,0.10,Matches,0.00,,7,0,0.0,0.00,0.35,Primeira Liga,2024-2025
c2d7780d,Leonel Bucca,Leonel Bucca,ar ARG,"MF,FW",Estrela,25,1999,30,16,"1,346",15.0,2,2,4,2,0,0,8,0,0.13,0.13,0.27,0.13,0.27,Matches,0.08,0.25,24,8,33.3,0.53,1.60,Primeira Liga,2024-2025
dee3d535,Leonardo Buta,Leonardo Buta,pt POR,DF,Moreirense,22,2002,7,5,508,5.6,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,0.00,,2,0,0.0,0.00,0.35,Primeira Liga,2024-2025
505dce2b,Adrián Butzke,Adrián Butzke,es ESP,FW,Nacional,25,1999,10,5,484,5.4,0,1,1,0,0,0,2,0,0.00,0.19,0.19,0.00,0.19,Matches,0.00,0.00,19,5,26.3,0.93,3.53,Primeira Liga,2024-2025
a820e429,Arthur Cabral,Arthur Cabral,br BRA,FW,Benfica,26,1998,21,2,376,4.2,2,0,2,2,0,1,2,0,0.48,0.00,0.48,0.48,0.48,Matches,0.11,0.20,19,10,52.6,2.39,4.55,Primeira Liga,2024-2025
c080bb5e,Daniel Cabral,Daniel Cabral,br BRA,MF,Estrela,22,2002,1,0,3,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,,,0,0,,0.00,0.00,Primeira Liga,2024-2025
e34e086c,Jovane Cabral,Jovane Cabral,cv CPV,"FW,MF",Estrela,26,1998,26,13,"1,154",12.8,2,1,3,2,0,1,4,0,0.16,0.08,0.23,0.16,0.23,Matches,0.07,0.33,27,6,22.2,0.47,2.11,Primeira Liga,2024-2025
a564fe91,Lucas Calegari,Lucas Calegari,br BRA,DF,Famalicão,22,2002,18,17,"1,489",16.5,0,1,1,0,0,0,1,0,0.00,0.06,0.06,0.00,0.06,Matches,0.00,,2,0,0.0,0.00,0.12,Primeira Liga,2024-2025
32044ced,Diogo Calila,Diogo Calila,mz MOZ,"MF,DF",Santa Clara,25,1998,31,21,"1,750",19.4,1,2,3,1,0,0,9,0,0.05,0.10,0.15,0.05,0.15,Matches,0.07,0.25,14,4,28.6,0.21,0.72,Primeira Liga,2024-2025
922f894e,Ibrahima Camará,Ibrahima Camará,gn GUI,"MF,DF",Boavista,25,1999,26,16,"1,332",14.8,0,0,0,0,0,0,6,1,0.00,0.00,0.00,0.00,0.00,Matches,0.00,0.00,6,2,33.3,0.14,0.41,Primeira Liga,2024-2025
990b680f,André Candeias,André Candeias,pt POR,FW,Farense,21,2003,2,0,35,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,0.00,,2,0,0.0,0.00,5.14,Primeira Liga,2024-2025
8804949c,Lazar Carević,Lazar Carević,me MNE,GK,Famalicão,25,1999,18,18,"1,620",18.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,,,0,0,,0.00,0.00,Primeira Liga,2024-2025
8bc1f137,Zé Carlos,Zé Carlos,pt POR,DF,Vitória Guimarães,22,2001,7,1,122,1.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,0.00,0.00,1,1,100.0,0.74,0.74,Primeira Liga,2024-2025
8bc1f137,Zé Carlos,Zé Carlos,pt POR,DF,Vitória Guimarães,22,2001,7,1,122,1.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,0.00,,3,0,0.0,0.00,0.40,Primeira Liga,2024-2025
8bc1f137,Zé Carlos,Zé Carlos,pt POR,MF,Farense,22,2001,9,8,670,7.4,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,Matches,0.00,0.00,1,1,100.0,0.74,0.74,Primeira Liga,2024-2025
8bc1f137,Zé Carlos,Zé Carlos,pt POR,MF,Farense,22,2001,9,8,670,7.4,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,Matches,0.00,,3,0,0.0,0.00,0.40,Primeira Liga,2024-2025
