PlayerID,Name,player,nationality,position,team,age,birth_year,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,matches,goals_per_shot,goals_per_shot_on_target,shots,shots_on_target,shots_on_target_pct,shots_on_target_per90,shots_per90,League,Season
a2c06be8,Tomé,Tomé,pt POR,GK,Boavista,17,2006,2,2,180,2.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,,,0,0,,0.00,0.00,Primeira Liga,2024-2025
d09208bb,João Tomé,João Tomé,pt POR,"DF,MF",Rio Ave,21,2003,16,9,772,8.6,0,1,1,0,0,0,2,0,0.00,0.12,0.12,0.00,0.12,Matches,,,0,0,,0.00,0.00,Primeira Liga,2024-2025
3a7d547a,Mirko Topić,Mirko Topić,rs SRB,MF,Famalicão,23,2001,33,25,"2,321",25.8,1,0,1,1,0,0,3,0,0.04,0.00,0.04,0.04,0.04,Matches,0.05,0.25,21,4,19.0,0.16,0.81,Primeira Liga,2024-2025
6c65e573,Diogo Travassos,Diogo Travassos,pt POR,"MF,DF",Estrela,20,2004,24,18,"1,726",19.2,1,0,1,1,0,0,5,0,0.05,0.00,0.05,0.05,0.05,Matches,0.06,0.25,16,4,25.0,0.21,0.83,Primeira Liga,2024-2025
e1000218,Alfonso Trezza,Alfonso Trezza,uy URU,"MF,FW",Arouca,25,1999,33,28,"2,420",26.9,5,2,7,5,0,0,4,1,0.19,0.07,0.26,0.19,0.26,Matches,0.11,0.28,44,18,40.9,0.67,1.64,Primeira Liga,2024-2025
77e39b04,Francisco Trincão,Francisco Trincão,pt POR,"MF,FW",Sporting CP,24,1999,34,34,"2,936",32.6,9,14,23,9,0,0,1,0,0.28,0.43,0.71,0.28,0.71,Matches,0.08,0.26,106,35,33.0,1.07,3.25,Primeira Liga,2024-2025
41f0b196,Anatolii Trubin,Anatolii Trubin,ua UKR,GK,Benfica,22,2001,32,32,"2,880",32.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,,,0,0,,0.00,0.00,Primeira Liga,2024-2025
a0b9e0cb,Ulisses,Ulisses,br BRA,DF,Nacional,24,1999,29,29,"2,559",28.4,2,0,2,2,0,0,5,1,0.07,0.00,0.07,0.07,0.07,Matches,0.09,0.40,22,5,22.7,0.18,0.77,Primeira Liga,2024-2025
7b456af7,Tomáš Vaclík,Tomáš Vaclík,cz CZE,GK,Boavista,35,1989,12,12,"1,080",12.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,,,0,0,,0.00,0.00,Primeira Liga,2024-2025
beb1317c,João Valido,João Valido,pt POR,GK,Arouca,24,2000,5,5,450,5.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,,,0,0,,0.00,0.00,Primeira Liga,2024-2025
9ffb2ce6,Alan Varela,Alan Varela,ar ARG,MF,Porto,23,2001,31,26,"2,198",24.4,0,2,2,0,0,0,8,0,0.00,0.08,0.08,0.00,0.08,Matches,0.00,0.00,15,5,33.3,0.20,0.61,Primeira Liga,2024-2025
2bea06e0,Bruno Varela,Bruno Varela,cv CPV,GK,Vitória Guimarães,29,1994,34,34,"3,060",34.0,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,0.00,,1,0,0.0,0.00,0.03,Primeira Liga,2024-2025
c5c22733,Nilton Varela,Nilton Varela,pt POR,"MF,DF",Estrela,23,2001,28,26,"2,209",24.5,0,2,2,0,0,0,4,0,0.00,0.08,0.08,0.00,0.08,Matches,0.00,0.00,9,2,22.2,0.08,0.37,Primeira Liga,2024-2025
36b9ac56,João Vasconcelos,João Vasconcelos,pt POR,MF,Braga,19,2005,1,0,4,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,,,0,0,,0.00,0.00,Primeira Liga,2024-2025
cc094532,Danilo Veiga,Danilo Veiga,pt POR,"MF,DF",Estrela,21,2002,15,14,"1,280",14.2,0,2,2,0,0,0,5,1,0.00,0.14,0.14,0.00,0.14,Matches,0.00,,2,0,0.0,0.00,0.14,Primeira Liga,2024-2025
4f319034,Eric Veiga,Eric Veiga,lu LUX,"MF,DF",AVS Futebol,27,1997,8,4,371,4.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,0.00,0.00,1,1,100.0,0.24,0.24,Primeira Liga,2024-2025
a28e5005,Jhon Velásquez,Jhon Velásquez,co COL,MF,Farense,29,1995,2,0,15,0.2,0,1,1,0,0,0,0,0,0.00,6.00,6.00,0.00,6.00,Matches,0.00,0.00,1,1,100.0,6.00,6.00,Primeira Liga,2024-2025
23d16052,Ricardo Velho,Ricardo Velho,pt POR,GK,Farense,25,1998,28,28,"2,520",28.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,,,0,0,,0.00,0.00,Primeira Liga,2024-2025
0adc7748,Frederico Venâncio,Frederico Venâncio,pt POR,DF,Santa Clara,31,1993,26,21,"1,807",20.1,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches,0.00,0.00,5,2,40.0,0.10,0.25,Primeira Liga,2024-2025
cc54abe5,Paulo Victor,Paulo Victor,br BRA,"DF,MF",Farense,23,2001,24,18,"1,620",18.0,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,0.00,0.00,5,2,40.0,0.11,0.28,Primeira Liga,2024-2025
6412cc03,Fabio Vieira,Fabio Vieira,pt POR,MF,Porto,24,2000,26,21,"1,840",20.4,4,4,8,4,0,0,7,0,0.20,0.20,0.39,0.20,0.39,Matches,0.09,0.27,46,15,32.6,0.73,2.25,Primeira Liga,2024-2025
63904ba9,Gabriel Vieira,Gabriel Vieira,br BRA,FW,Santa Clara,22,2002,33,32,"2,787",31.0,6,3,9,5,1,1,2,0,0.19,0.10,0.29,0.16,0.26,Matches,0.06,0.19,87,26,29.9,0.84,2.81,Primeira Liga,2024-2025
65f90a76,Mikel Villanueva,Mikel Villanueva,ve VEN,DF,Vitória Guimarães,31,1993,19,15,"1,342",14.9,0,0,0,0,0,0,7,0,0.00,0.00,0.00,0.00,0.00,Matches,0.00,0.00,7,4,57.1,0.27,0.47,Primeira Liga,2024-2025
e816a8ee,Marcos Vinicios Sorriso,Marcos Vinicios Sorriso,br BRA,MF,Famalicão,23,2001,29,24,"2,020",22.4,8,4,12,8,0,0,1,0,0.36,0.18,0.53,0.36,0.53,Matches,0.15,0.38,52,21,40.4,0.94,2.32,Primeira Liga,2024-2025
ecce7383,Vinícius,Vinícius,br BRA,"FW,MF",Santa Clara,25,1999,33,29,"2,237",24.9,8,1,9,8,0,1,8,0,0.32,0.04,0.36,0.32,0.36,Matches,0.15,0.44,54,18,33.3,0.72,2.17,Primeira Liga,2024-2025
3264a506,Bernardo Vital,Bernardo Vital,pt POR,DF,Estoril,23,2000,1,0,31,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,0.00,,1,0,0.0,0.00,2.90,Primeira Liga,2024-2025
2008d453,Zé Vitor,Zé Vitor,br BRA,DF,Nacional,23,2001,31,31,"2,741",30.5,2,0,2,2,0,0,12,1,0.07,0.00,0.07,0.07,0.07,Matches,0.05,0.20,38,10,26.3,0.33,1.25,Primeira Liga,2024-2025
9bc450e6,Steven Vitória,Steven Vitória,ca CAN,DF,Boavista,37,1987,8,2,219,2.4,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,Matches,0.00,0.00,4,1,25.0,0.41,1.64,Primeira Liga,2024-2025
d2795011,Marious Vrousai,Marious Vrousai,gr GRE,"DF,MF",Rio Ave,26,1998,31,28,"2,547",28.3,1,3,4,1,0,0,5,0,0.04,0.11,0.14,0.04,0.14,Matches,0.03,0.09,33,11,33.3,0.39,1.17,Primeira Liga,2024-2025
8ff37fd4,Ilija Vukotić,Ilija Vukotić,me MNE,MF,Boavista,25,1999,26,21,"1,757",19.5,3,0,3,3,0,0,4,1,0.15,0.00,0.15,0.15,0.15,Matches,0.16,0.38,19,8,42.1,0.41,0.97,Primeira Liga,2024-2025
44fd892e,Wendel,Wendel,br BRA,FW,Santa Clara,23,2000,6,2,235,2.6,2,0,2,2,0,0,1,0,0.77,0.00,0.77,0.77,0.77,Matches,0.50,0.50,4,4,100.0,1.53,1.53,Primeira Liga,2024-2025
f9acca3a,Wendell,Wendell,br BRA,"DF,MF",Porto,31,1993,1,0,23,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,0.00,,1,0,0.0,0.00,3.91,Primeira Liga,2024-2025
b9829bf7,Weverson,Weverson,br BRA,DF,Arouca,24,2000,26,22,"1,871",20.8,1,2,3,1,0,0,4,0,0.05,0.10,0.14,0.05,0.14,Matches,0.09,0.50,11,2,18.2,0.10,0.53,Primeira Liga,2024-2025
f3600c02,Xeka,Xeka,pt POR,MF,Estoril,29,1994,14,12,939,10.4,1,1,2,1,0,0,6,0,0.10,0.10,0.19,0.10,0.19,Matches,0.07,0.33,14,3,21.4,0.29,1.34,Primeira Liga,2024-2025
7f5a2470,Güven Yalçın,Güven Yalçın,tr TUR,FW,Arouca,25,1999,23,8,762,8.5,3,1,4,1,2,2,5,1,0.35,0.12,0.47,0.12,0.24,Matches,0.04,0.09,27,11,40.7,1.30,3.19,Primeira Liga,2024-2025
b54e6c69,Fūki Yamada,Fūki Yamada,jp JPN,"MF,FW",Nacional,23,2001,13,7,493,5.5,1,2,3,1,0,0,2,1,0.18,0.37,0.55,0.18,0.55,Matches,0.10,0.33,10,3,30.0,0.55,1.83,Primeira Liga,2024-2025
e2f9bb5f,Zaydou Youssouf,Zaydou Youssouf,km COM,MF,Famalicão,25,1999,17,17,"1,336",14.8,2,0,2,2,0,0,4,0,0.13,0.00,0.13,0.13,0.13,Matches,0.11,0.29,18,7,38.9,0.47,1.21,Primeira Liga,2024-2025
5b17d985,Yassir Zabiri,Yassir Zabiri,ma MAR,MF,Famalicão,19,2005,5,0,58,0.6,1,0,1,1,0,0,0,0,1.55,0.00,1.55,1.55,1.55,Matches,1.00,1.00,1,1,100.0,1.55,1.55,Primeira Liga,2024-2025
fc3697dd,Rodrigo Zalazar,Rodrigo Zalazar,uy URU,MF,Braga,24,1999,19,17,"1,390",15.4,4,5,9,3,1,1,4,0,0.26,0.32,0.58,0.19,0.52,Matches,0.07,0.33,43,9,20.9,0.58,2.78,Primeira Liga,2024-2025
27457e83,Vinícius Zanocelo,Vinícius Zanocelo,br BRA,MF,Estoril,23,2001,30,23,"2,075",23.1,2,0,2,2,0,0,8,0,0.09,0.00,0.09,0.09,0.09,Matches,0.07,0.25,29,8,27.6,0.35,1.26,Primeira Liga,2024-2025
d8fe652c,Ivan Zlobin,Ivan Zlobin,ru RUS,GK,Famalicão,27,1997,15,15,"1,350",15.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,,,0,0,,0.00,0.00,Primeira Liga,2024-2025
fffaf441,Karem Zoabi,Karem Zoabi,il ISR,FW,Rio Ave,18,2006,12,2,222,2.5,0,2,2,0,0,0,1,0,0.00,0.81,0.81,0.00,0.81,Matches,,,0,0,,0.00,0.00,Primeira Liga,2024-2025
3b69e95f,Nermin Zolotić,Nermin Zolotić,ba BIH,DF,Casa Pia,31,1993,7,7,626,7.0,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,,,0,0,,0.00,0.00,Primeira Liga,2024-2025
